date,country,disaster_type,severity_index,casualties,economic_loss_usd,response_time_hours,aid_amount_usd,response_efficiency_score,recovery_days,latitude,longitude
2022-01-26,Turkey,Extreme Heat,4.1,90,3559062.44,16.28,359937.54,82.59,42,4.544,-59.825
2019-03-24,Australia,Volcanic Eruption,10.0,332,14253904.58,1.0,353712.94,96.52,104,20.498,106.602
2019-07-05,United States,Drought,7.12,128,347914.77,1.0,206725.65,100.0,76,29.233,-2.532
2020-06-28,China,Hurricane,1.0,19,1165656.47,35.98,85286.25,62.49,9,-57.777,105.231
2019-06-17,Germany,Tornado,5.84,129,1390976.58,6.83,587442.7,94.46,55,29.477,90.264
2018-12-15,Bangladesh,Earthquake,2.94,24,1490612.5,23.49,194021.56,74.81,36,-18.236,-148.115
2024-10-11,United States,Hurricane,5.91,11,4582857.1,12.01,152897.13,88.56,53,0.642,122.677
2022-11-29,Spain,Drought,5.8,92,947130.46,12.16,307454.04,92.03,49,-7.489,-168.927
2021-04-19,Nigeria,Earthquake,8.27,299,6792672.2,10.12,473093.66,85.87,82,34.771,45.046
2022-02-01,Mexico,Flood,6.14,167,6241976.62,1.0,295017.56,94.7,67,-20.616,-70.783
2021-01-09,Brazil,Wildfire,6.91,62,9956675.05,8.18,381059.33,87.37,78,-43.805,-166.527
2019-02-04,Mexico,Earthquake,5.31,17,8835157.64,9.12,510656.34,87.5,57,39.153,-49.668
2020-02-09,Nigeria,Drought,1.0,18,62550.64,45.0,23196.94,48.53,14,58.59,-18.982
2018-01-02,Mexico,Wildfire,6.81,82,11703627.83,15.25,183180.65,77.71,74,56.798,139.413
2019-06-07,Greece,Flood,3.75,132,2612538.33,12.37,135642.16,91.72,36,-47.343,-112.11
2019-08-03,Indonesia,Wildfire,7.84,133,3847802.57,1.78,431555.34,100.0,85,-43.313,-141.094
2024-05-07,Chile,Wildfire,8.04,126,860945.85,2.14,503365.51,97.18,79,-22.225,-91.54
2019-11-16,France,Volcanic Eruption,6.97,131,7790280.95,16.12,419326.58,80.6,77,9.752,14.298
2023-05-06,Australia,Drought,7.06,24,5082401.92,13.88,137958.68,86.31,64,-57.871,16.705
2024-08-09,South Africa,Earthquake,8.97,12,9202005.4,7.18,676278.77,99.44,92,-59.554,-57.427
2018-02-24,Australia,Landslide,6.54,141,5294353.92,9.89,521479.98,97.92,56,11.967,-25.0
2023-09-24,South Africa,Hurricane,6.28,170,272735.92,18.28,200482.13,89.92,53,-49.509,95.513
2024-11-12,China,Tornado,7.26,68,2846991.35,6.1,312340.64,83.23,70,8.98,-30.387
2019-04-20,Indonesia,Earthquake,6.86,248,8742630.89,8.1,53491.85,92.6,67,6.362,133.574
2023-09-03,Nigeria,Flood,2.61,37,2220838.47,15.7,126875.77,79.82,18,-17.917,50.586
2020-05-12,Italy,Hurricane,4.15,41,7316517.11,10.08,275638.08,86.72,44,-38.537,111.386
2024-06-02,France,Volcanic Eruption,6.29,140,12328734.07,9.89,235465.87,91.63,63,6.242,73.394
2022-06-17,United States,Volcanic Eruption,6.43,93,2319160.61,1.64,292274.95,100.0,68,-42.839,-117.618
2019-05-18,Nigeria,Drought,3.76,52,2322681.83,24.74,44588.39,77.17,34,46.741,-44.183
2019-05-20,Australia,Earthquake,2.52,22,886841.97,18.73,202861.92,73.19,17,45.406,-22.492
2019-01-27,Philippines,Drought,3.85,97,485487.67,18.64,116025.74,77.44,34,5.68,123.551
2022-11-14,Canada,Landslide,5.15,36,2392351.57,8.44,22164.63,86.08,51,-52.336,120.982
2019-10-12,Italy,Flood,4.66,54,821906.53,14.53,293914.3,74.97,50,25.907,163.47
2023-06-05,Canada,Wildfire,6.42,70,5137406.71,2.55,219241.13,95.76,58,-8.827,55.239
2018-08-01,Nigeria,Storm Surge,2.42,39,1873590.97,14.72,111255.87,86.21,23,27.036,-152.055
2024-02-16,Spain,Storm Surge,3.87,109,2288640.48,5.5,157533.12,96.5,29,35.406,-46.324
2022-01-10,Mexico,Extreme Heat,5.18,28,5898082.19,10.03,447629.25,84.99,54,23.481,29.268
2024-06-28,Greece,Volcanic Eruption,8.06,253,5162484.15,9.72,149933.49,90.12,76,40.197,164.108
2018-09-23,Philippines,Drought,4.51,157,7659674.66,10.96,255963.35,85.18,50,-54.011,20.408
2022-01-30,Chile,Tornado,8.03,178,10649311.88,9.08,205816.32,91.56,75,12.377,39.083
2020-12-05,Nigeria,Landslide,5.61,142,3564037.15,18.13,213934.82,84.82,56,-51.506,125.919
2018-09-22,United States,Hurricane,3.55,46,1920163.6,16.18,241887.23,84.45,34,52.971,68.399
2019-11-26,South Africa,Hurricane,3.0,4,3553692.46,16.53,134344.48,77.98,30,-4.635,-73.458
2019-10-16,Spain,Extreme Heat,3.53,76,5633537.84,12.38,154190.14,91.66,35,-45.615,81.342
2024-11-18,Germany,Storm Surge,2.88,73,3585031.68,10.66,186349.75,81.44,28,-50.041,140.172
2021-05-20,Nigeria,Flood,1.21,15,1118854.09,30.21,71624.77,68.25,7,29.675,-147.621
2023-10-10,Italy,Volcanic Eruption,5.89,111,6801744.54,4.4,266225.07,92.2,60,-9.571,-75.183
2022-06-09,India,Wildfire,8.17,125,13423241.36,3.46,189140.78,95.91,76,1.466,-14.362
2019-06-25,Philippines,Extreme Heat,4.04,55,3407418.03,9.25,213793.57,91.55,40,-47.398,-113.422
2023-08-19,Mexico,Volcanic Eruption,5.14,167,7490223.3,6.03,358523.13,95.27,50,51.342,58.347
2020-11-12,China,Volcanic Eruption,2.91,40,3413052.45,15.33,165224.78,82.61,27,47.22,148.769
2022-10-22,United States,Tornado,1.45,56,1497925.37,31.9,68177.93,65.54,21,-36.569,81.564
2023-12-11,Germany,Earthquake,3.27,66,1927112.97,22.97,69621.53,71.65,24,-34.344,125.584
2022-07-05,Bangladesh,Hurricane,6.08,189,6129603.3,11.73,213649.44,91.85,62,-16.563,-168.517
2021-11-22,South Africa,Tornado,3.92,74,4446061.48,15.81,317457.26,85.9,44,7.072,64.638
2023-01-25,Bangladesh,Drought,2.71,64,1542279.7,10.1,157360.55,98.07,24,7.5,-0.821
2019-03-20,India,Hurricane,1.91,49,1021335.22,19.83,125451.04,80.24,21,53.36,-97.542
2024-05-09,Indonesia,Landslide,5.41,160,7598545.83,19.56,336730.69,77.79,60,48.704,-45.959
2023-03-06,Japan,Landslide,4.94,159,1661858.94,7.16,475832.53,91.05,54,-11.682,-129.925
2020-11-17,Chile,Drought,9.13,166,24456237.87,1.0,356024.63,98.1,91,20.425,-9.348
2020-03-14,France,Earthquake,7.67,191,12326960.5,11.37,525891.56,88.61,80,-19.627,127.82
2023-03-26,Nigeria,Extreme Heat,9.11,243,6970403.54,8.73,187258.96,95.1,100,37.507,23.727
2020-12-18,Japan,Wildfire,6.87,193,7135222.0,6.24,539678.39,84.17,68,-43.61,-92.519
2020-05-30,Nigeria,Volcanic Eruption,5.72,246,5220525.11,3.33,518126.08,94.44,51,-58.551,-38.567
2023-03-09,Greece,Flood,6.02,72,11328187.64,8.04,84387.71,100.0,60,-36.314,136.634
2022-04-08,Italy,Hurricane,4.95,102,6072089.95,5.54,289495.29,100.0,60,36.662,145.293
2020-08-24,Nigeria,Flood,2.63,89,2845177.9,17.98,62253.63,86.46,24,9.586,-112.977
2018-06-15,Greece,Hurricane,4.72,117,3976303.9,1.91,146682.05,94.82,52,20.781,21.49
2021-09-10,Philippines,Extreme Heat,4.88,116,7388591.86,6.34,311875.82,93.54,39,-9.544,-135.254
2022-11-29,South Africa,Storm Surge,5.15,83,3840651.83,8.17,327194.24,95.98,51,-20.946,99.25
2018-01-21,China,Flood,2.02,57,2183455.7,26.37,123907.07,71.79,25,-44.577,-7.53
2020-05-11,France,Extreme Heat,2.63,26,4620790.36,17.45,69020.55,85.69,23,-18.863,114.544
2021-12-19,Japan,Earthquake,1.73,44,2437744.28,34.23,121964.41,63.18,25,25.681,-134.766
2018-08-25,Germany,Earthquake,8.04,76,12637432.03,1.0,426113.02,100.0,73,17.25,74.318
2019-10-23,Canada,Volcanic Eruption,4.06,23,5368930.35,11.16,290001.2,90.37,40,-56.447,85.24
2023-07-07,Greece,Drought,7.0,257,3873454.73,11.1,457632.0,89.03,65,43.919,55.929
2022-08-26,Australia,Hurricane,7.68,136,10916438.26,9.8,254616.47,83.91,79,-3.483,-0.772
2018-02-09,Nigeria,Volcanic Eruption,3.79,69,1456822.51,15.46,42690.26,77.68,36,6.537,24.526
2024-04-01,Germany,Wildfire,4.8,39,2204955.22,17.5,117127.37,74.15,56,5.358,30.714
2024-08-20,Australia,Extreme Heat,7.1,33,5594524.64,10.51,340147.69,84.8,70,-10.424,-4.883
2021-02-17,Chile,Drought,4.06,95,7853301.4,12.43,263703.49,84.88,35,-20.049,-119.949
2022-02-16,Spain,Extreme Heat,5.69,99,7424115.9,9.82,438351.71,91.85,58,2.584,72.723
2021-05-20,Australia,Landslide,5.54,101,2894877.32,10.01,411244.07,88.72,54,-7.772,105.843
2018-08-27,Nigeria,Landslide,5.94,139,5145522.02,10.59,171100.79,85.52,52,-13.237,-31.784
2024-12-30,Indonesia,Tornado,8.2,160,7515092.64,2.01,455822.44,99.28,82,8.249,-94.423
2019-04-17,France,Volcanic Eruption,5.97,167,10660584.14,4.47,326144.67,89.26,57,-17.69,-44.641
2023-02-12,Indonesia,Volcanic Eruption,2.03,54,1789488.56,18.72,69208.17,82.42,22,1.92,94.587
2020-11-07,Nigeria,Earthquake,8.37,85,10591209.24,1.79,554214.48,100.0,86,-17.438,114.193
2019-12-29,France,Storm Surge,2.17,41,3145060.62,27.01,144458.56,64.26,13,-19.952,141.84
2023-05-17,Spain,Earthquake,4.7,138,6129882.5,6.33,239572.92,87.81,46,-42.155,-105.902
2018-06-24,Spain,Extreme Heat,4.91,89,7915479.63,4.89,186543.14,100.0,56,36.106,-104.931
2024-09-22,France,Earthquake,5.93,84,4893169.85,5.68,139909.53,92.16,60,15.751,160.251
2023-10-18,India,Storm Surge,4.56,128,4104745.15,10.43,69496.28,83.73,46,44.367,-118.167
2019-01-14,Philippines,Tornado,4.15,141,2583991.09,28.25,271540.94,67.55,43,-36.827,-153.263
2019-12-14,Philippines,Tornado,8.1,83,5843707.57,6.39,213399.88,99.66,82,20.41,-77.26
2019-02-22,Chile,Flood,5.11,90,675813.3,10.81,499366.62,80.87,55,56.856,38.766
2019-04-02,Nigeria,Extreme Heat,4.37,85,5487189.75,12.4,197650.99,79.04,39,-6.481,64.031
2023-11-06,India,Earthquake,5.82,100,8610066.35,11.29,438768.08,88.9,61,-10.755,-8.147
2022-10-07,Canada,Flood,6.69,42,11092865.71,5.4,198678.05,89.82,64,-8.751,91.989
2024-11-25,Canada,Flood,2.34,28,1963005.81,22.49,247058.6,75.51,21,11.756,141.073
2019-08-02,Indonesia,Flood,7.47,167,12089089.69,6.31,376524.03,94.91,73,24.371,-150.421
2024-08-05,Mexico,Hurricane,6.03,213,12704208.06,1.22,101474.41,91.79,52,46.024,-71.127
2022-10-19,Greece,Wildfire,2.95,70,4549517.12,17.39,158051.35,77.27,21,21.535,34.383
2023-11-15,South Africa,Hurricane,5.31,69,5844674.92,12.18,243149.2,91.72,59,-59.81,38.375
2023-01-15,Canada,Landslide,7.58,148,5154668.27,7.54,306068.35,85.81,75,-16.398,103.277
2019-05-30,Nigeria,Landslide,7.34,135,11825140.72,11.84,431789.4,83.3,70,47.731,100.172
2021-07-08,Germany,Extreme Heat,7.3,172,10844278.48,9.7,415451.18,92.17,70,-3.728,-108.341
2022-02-02,France,Volcanic Eruption,4.39,97,5872279.13,8.06,145783.55,91.77,43,5.469,6.187
2018-07-13,Turkey,Storm Surge,4.37,39,6737148.21,7.43,211350.45,95.53,44,39.856,166.491
2023-05-12,Australia,Volcanic Eruption,3.84,1,6041192.13,15.8,181607.37,79.07,40,-9.158,118.385
2023-04-05,Philippines,Wildfire,8.35,136,7894579.61,4.57,601909.19,93.6,82,-0.097,-34.315
2024-01-25,Philippines,Landslide,7.29,115,14464129.22,1.0,236624.32,100.0,77,6.0,-47.093
2024-03-05,Italy,Flood,6.46,117,6351943.1,1.0,481847.44,100.0,58,24.777,-2.516
2022-11-20,India,Hurricane,4.53,131,3500791.14,10.62,202701.21,90.01,35,-15.046,162.255
2021-10-09,Canada,Hurricane,4.0,104,3983520.15,6.51,66348.26,95.1,49,-20.388,-131.252
2024-02-13,Australia,Earthquake,2.95,110,1199234.25,23.04,113646.61,70.87,29,50.382,-59.446
2024-11-28,France,Drought,8.55,190,10636550.22,13.05,259842.42,87.53,92,-25.556,100.974
2024-05-21,Turkey,Landslide,9.5,172,6887580.64,1.0,499212.32,99.51,98,15.929,71.452
2021-02-24,Mexico,Volcanic Eruption,5.71,119,7017115.89,12.28,38125.64,80.96,63,4.019,-20.934
2023-04-15,United States,Tornado,4.69,87,1628311.74,3.78,306902.87,91.84,44,32.985,-96.038
2021-11-06,Italy,Hurricane,1.0,16,135760.96,40.63,52591.29,49.87,2,3.966,-114.047
2019-01-13,Germany,Extreme Heat,5.13,70,2386139.44,8.69,343652.93,95.94,55,47.589,-165.531
2018-09-12,China,Landslide,3.87,96,5092717.35,11.13,115350.88,84.04,40,-27.948,-59.85
2024-05-12,India,Volcanic Eruption,5.27,67,1409009.93,4.67,314512.94,100.0,56,36.595,160.28
2019-01-11,India,Drought,7.74,200,13670804.22,1.0,395945.59,100.0,77,57.299,103.143
2023-01-09,France,Extreme Heat,6.05,91,1547326.16,12.33,401607.62,87.38,59,31.423,119.44
2022-06-22,Italy,Storm Surge,4.26,73,3154488.26,13.21,208441.25,87.66,51,-27.768,-40.859
2019-11-05,China,Volcanic Eruption,5.41,57,5265856.7,10.78,401540.38,97.69,58,-17.265,-85.862
2020-06-23,Italy,Extreme Heat,1.0,22,1429655.96,49.53,44508.27,53.56,17,48.788,106.537
2018-06-11,Japan,Extreme Heat,1.93,54,2628756.12,20.06,141200.89,80.69,17,32.244,0.77
2023-10-16,Greece,Flood,4.43,88,5153641.96,16.83,341223.3,79.88,50,-50.673,156.974
2020-01-09,Germany,Wildfire,6.91,144,8157868.93,15.79,337483.4,77.14,71,17.934,15.142
2023-05-25,Spain,Drought,4.46,66,5311522.81,8.3,193778.04,86.7,41,-40.533,-97.325
2022-06-18,India,Storm Surge,4.73,101,4397943.24,11.29,211400.22,70.78,49,46.977,-87.827
2022-06-17,Germany,Flood,1.86,22,1630549.73,28.85,127130.03,69.19,24,-51.905,6.695
2019-04-02,South Africa,Earthquake,1.71,25,2917546.49,27.77,67859.28,78.48,18,40.606,-36.181
2019-09-26,Turkey,Wildfire,5.67,43,602292.16,13.47,247686.97,84.13,58,-10.251,107.263
2019-10-24,Canada,Extreme Heat,7.71,249,13333059.82,7.46,208201.56,93.0,78,-11.926,75.706
2022-06-26,South Africa,Storm Surge,4.93,3,4466854.36,11.18,185694.09,90.37,46,-10.301,-87.661
2020-01-21,Brazil,Flood,7.94,138,6412260.18,9.26,338019.45,100.0,72,53.866,-165.138
2019-02-17,Indonesia,Tornado,4.51,127,8321280.58,16.68,409990.88,83.52,46,21.339,2.844
2024-01-10,Japan,Wildfire,3.06,67,143323.03,16.52,295235.51,84.87,34,-25.74,-163.068
2020-12-27,Bangladesh,Tornado,3.48,55,4637078.68,28.98,252273.24,71.44,32,-0.069,-139.819
2023-07-15,Italy,Landslide,3.72,71,4528394.85,18.37,240409.4,80.18,35,21.339,-90.036
2020-09-01,France,Landslide,4.82,126,3840301.56,9.43,273633.07,94.17,45,50.416,17.052
2018-08-22,Indonesia,Storm Surge,8.01,187,4722855.51,4.09,222210.12,100.0,83,-46.85,139.381
2020-05-23,Greece,Wildfire,3.46,83,3664878.36,1.0,187708.01,100.0,35,54.25,143.804
2019-07-31,Spain,Landslide,1.0,25,1113681.57,54.13,61817.72,42.55,7,-8.652,-150.29
2019-11-05,South Africa,Earthquake,6.36,103,9276780.84,7.4,178095.11,84.62,56,-22.491,164.282
2021-05-08,United States,Landslide,2.37,21,3604815.48,16.65,189081.62,89.17,19,-21.194,-39.424
2022-07-30,India,Earthquake,5.47,27,11061752.36,9.44,494630.25,87.89,52,48.53,63.088
2022-09-01,India,Hurricane,4.99,102,2933405.56,7.5,321823.98,97.62,54,-47.673,-144.53
2024-02-13,Spain,Wildfire,3.92,65,4600303.37,10.95,335604.44,88.31,43,-43.023,-13.967
2021-05-19,Spain,Storm Surge,6.69,100,8160948.17,2.77,549735.47,99.91,70,59.841,169.237
2023-03-29,Bangladesh,Extreme Heat,4.85,167,2638176.49,16.59,330953.96,79.6,53,-53.121,91.921
2018-12-20,Nigeria,Hurricane,6.06,149,2105513.13,7.68,452264.75,88.35,74,-42.2,152.981
2018-09-07,Chile,Extreme Heat,4.67,73,6779407.02,1.0,192224.62,100.0,39,19.625,-112.049
2020-09-09,Chile,Earthquake,6.22,120,755904.8,2.6,405660.95,98.32,69,47.518,85.581
2024-07-29,Italy,Flood,7.27,175,8426304.89,3.59,138592.59,95.33,73,-27.538,-35.326
2020-09-16,Germany,Earthquake,2.73,96,872429.58,11.57,213240.87,90.82,24,-39.773,58.489
2019-10-08,Greece,Hurricane,3.18,118,3533757.78,11.08,124027.77,95.97,28,22.375,139.374
2024-08-09,France,Hurricane,3.76,36,3091313.89,6.75,150878.68,94.92,36,-25.885,119.071
2019-09-28,United States,Flood,5.97,115,7699914.56,6.89,54400.55,94.27,57,44.17,-14.107
2021-02-16,China,Wildfire,7.13,136,9865301.85,3.54,484088.48,96.68,68,32.344,155.642
2021-04-01,India,Landslide,1.0,19,568143.16,44.21,62325.87,46.04,19,30.458,85.807
2020-10-21,India,Wildfire,8.28,220,6499084.53,10.03,399799.28,90.58,92,-35.981,-70.499
2024-01-01,Turkey,Landslide,5.28,206,3335789.03,8.91,202077.64,84.35,54,42.973,-97.258
2023-09-07,Germany,Wildfire,7.47,159,4674145.79,10.52,223225.72,92.55,70,-23.273,-91.734
2021-09-16,Spain,Drought,6.45,76,3935859.83,6.47,179837.66,93.69,66,-31.104,-164.078
2021-07-21,Canada,Landslide,4.45,65,6923551.05,20.82,205078.68,72.29,51,20.205,65.826
2019-09-08,Spain,Drought,1.96,51,2325539.25,18.54,76736.77,88.48,8,-6.959,-40.219
2022-01-29,Australia,Earthquake,1.65,24,2584603.37,38.15,102547.8,58.98,5,-5.206,16.809
2022-04-02,Bangladesh,Earthquake,6.52,156,7148143.37,2.73,550361.45,98.15,64,-12.521,28.532
2020-06-01,Indonesia,Earthquake,1.2,22,212463.1,44.3,85918.39,54.4,18,-43.243,93.264
2020-08-05,Indonesia,Volcanic Eruption,5.37,89,4269483.0,11.11,253290.9,92.79,52,23.684,149.322
2024-10-19,United States,Tornado,3.2,94,3440117.07,13.46,177270.95,84.37,29,35.207,-6.66
2020-08-11,Greece,Wildfire,5.32,22,4072193.18,11.12,156342.88,89.31,63,-49.54,142.732
2021-01-19,Spain,Drought,4.11,171,2902016.26,13.15,316360.66,83.4,46,27.974,-169.464
2020-09-20,Canada,Tornado,3.45,126,481212.07,4.29,155674.74,100.0,35,43.951,-156.219
2023-04-10,France,Extreme Heat,8.86,84,5864722.86,3.15,596329.06,88.23,83,-33.751,140.256
2022-05-15,Nigeria,Storm Surge,7.55,158,10169745.43,10.72,411415.14,93.65,79,-15.37,-160.6
2024-01-08,Indonesia,Hurricane,7.31,117,6542026.11,6.29,231246.94,100.0,76,43.612,142.863
2022-05-13,Chile,Volcanic Eruption,7.36,263,4384746.37,5.97,192363.78,93.25,77,-56.686,37.716
2022-01-30,China,Storm Surge,9.4,185,9723033.28,1.0,416531.73,96.08,99,-25.067,14.436
2021-02-11,South Africa,Storm Surge,6.77,107,5168653.3,7.87,586970.29,95.01,66,-3.632,-151.88
2024-09-15,Mexico,Volcanic Eruption,7.24,67,3519002.09,8.88,727339.56,92.92,76,-33.721,141.273
2018-05-03,Chile,Drought,4.24,77,5820617.94,7.34,158887.53,97.12,46,-23.666,57.863
2023-12-21,Chile,Hurricane,8.42,146,6496754.82,1.0,820263.71,89.52,88,38.309,33.979
2021-02-05,France,Hurricane,3.59,93,2280117.35,8.82,108067.54,93.59,36,40.755,-118.228
2022-04-22,Turkey,Hurricane,6.64,131,9149623.16,10.12,363703.13,94.44,62,-46.23,89.368
2023-10-18,Brazil,Drought,5.76,156,12182363.08,5.08,317086.46,98.76,56,50.902,-35.069
2022-06-15,Nigeria,Extreme Heat,5.36,110,6805115.58,1.25,195909.44,100.0,51,45.969,50.773
2024-08-19,Turkey,Tornado,9.15,283,10621507.94,8.72,333843.25,86.7,93,-3.181,-24.879
2019-01-05,Greece,Landslide,3.55,67,2888531.04,10.37,70547.57,84.13,32,41.11,-169.219
2022-02-14,United States,Volcanic Eruption,3.29,54,2057144.48,16.18,146780.25,86.6,28,-33.938,-49.543
2018-02-13,Philippines,Earthquake,4.04,60,1552874.71,11.13,173795.93,85.9,50,-46.797,-73.373
2020-02-11,Italy,Volcanic Eruption,6.53,115,3094432.29,1.0,579531.24,93.94,61,-56.075,-129.052
2021-12-25,Italy,Hurricane,7.81,209,7742145.39,3.23,429669.37,81.64,78,44.315,3.13
2023-12-31,Chile,Flood,6.6,184,664916.42,6.13,275745.0,95.21,64,-3.655,34.186
2020-06-09,Mexico,Landslide,4.7,62,9305691.8,15.5,103170.36,90.32,46,-5.56,-109.086
2019-12-31,Nigeria,Volcanic Eruption,5.42,124,2148027.67,14.53,305901.02,80.92,60,2.831,126.681
2019-05-09,Brazil,Tornado,3.47,83,3765828.92,5.55,91085.19,93.69,39,21.29,89.719
2023-06-07,South Africa,Extreme Heat,3.6,72,3742526.1,14.81,139898.92,76.92,26,-20.256,168.014
2018-10-17,Greece,Volcanic Eruption,4.25,145,3442890.31,10.85,184859.05,93.41,44,-1.574,108.414
2024-11-20,Japan,Tornado,10.0,202,10386684.23,4.3,660531.24,100.0,107,-10.513,16.332
2019-04-22,Philippines,Flood,8.76,140,9786158.18,1.94,312804.74,97.54,80,31.826,-114.096
2023-08-12,China,Wildfire,5.0,106,8553093.64,2.8,118411.65,95.12,43,-33.284,103.578
2021-10-13,United States,Wildfire,2.4,81,2520472.19,27.79,146169.47,71.48,29,-0.18,123.659
2018-11-27,Chile,Tornado,8.82,200,16539507.02,3.8,125843.38,95.56,91,-40.29,117.29
2020-04-24,Chile,Earthquake,4.94,39,3062693.22,10.73,320807.36,86.1,55,-1.542,-53.009
2024-12-17,Australia,Storm Surge,5.71,54,2702629.17,7.22,101812.25,90.72,66,-39.203,-58.496
2020-06-30,Turkey,Earthquake,1.75,34,1308281.91,23.48,101632.38,75.3,21,-54.443,76.151
2024-05-12,Chile,Earthquake,6.09,85,3129434.8,1.0,535054.96,100.0,57,47.023,11.227
2022-11-24,Indonesia,Landslide,5.77,18,3835068.25,8.83,441777.41,88.06,56,54.044,15.557
2019-04-05,Greece,Extreme Heat,5.25,112,3198857.23,16.53,242021.72,84.77,48,13.87,-39.694
2020-08-25,France,Earthquake,9.01,52,11288513.07,1.19,163019.77,100.0,88,-36.412,-40.33
2022-07-22,South Africa,Drought,5.36,53,6274613.04,18.25,279291.25,78.06,55,50.672,-78.499
2023-06-18,Turkey,Earthquake,1.14,26,1171509.41,41.04,10038.14,56.58,7,-42.332,165.998
2018-10-22,United States,Tornado,7.48,174,2008992.94,21.3,756654.07,81.76,79,27.175,-11.934
2022-08-23,Greece,Tornado,3.72,90,6156639.77,16.3,331230.77,88.03,39,29.988,148.01
2023-12-01,Australia,Earthquake,1.39,24,1424976.69,42.94,57234.21,49.27,13,-14.528,158.15
2018-03-14,Brazil,Tornado,5.46,130,4776140.36,7.47,172912.77,96.55,51,-13.225,-132.536
2020-03-13,Japan,Extreme Heat,2.37,34,3021749.22,26.66,115542.32,72.28,19,-36.635,-86.783
2023-03-29,Japan,Tornado,6.61,215,6854175.76,5.07,100112.17,96.11,68,9.582,65.707
2024-11-30,India,Wildfire,4.88,35,9432119.2,6.46,200775.14,96.01,43,53.37,46.656
2020-01-04,Australia,Storm Surge,1.47,28,604678.92,23.32,66440.7,89.01,17,32.553,148.16
2022-07-16,Italy,Hurricane,5.31,26,2227897.47,14.04,228304.74,83.8,54,53.963,-123.038
2022-03-05,South Africa,Storm Surge,1.44,11,1673913.07,31.94,83458.19,74.31,20,56.583,18.349
2023-05-21,Italy,Drought,2.18,36,1740649.34,20.9,113544.42,81.82,16,-4.52,82.608
2024-09-16,United States,Drought,4.35,145,3335087.53,13.06,212144.3,79.6,40,2.445,40.831
2018-06-16,Germany,Wildfire,5.94,89,4501693.39,11.41,385555.24,81.65,56,-18.752,5.821
2019-10-31,Brazil,Drought,1.5,24,796205.29,29.51,66923.38,68.48,15,-48.927,-131.373
2019-07-05,Chile,Extreme Heat,3.59,25,1237021.82,15.88,25053.22,78.79,30,-11.548,89.253
2023-11-12,Nigeria,Tornado,6.63,159,5244152.81,16.84,331704.96,88.48,60,17.572,-89.266
2023-01-19,Brazil,Extreme Heat,5.63,119,8594516.77,5.42,362563.2,98.9,56,0.86,-84.402
2018-11-08,South Africa,Earthquake,4.3,93,4434013.03,14.81,282707.1,85.36,52,-31.971,10.188
2021-11-15,South Africa,Storm Surge,5.11,88,7880238.01,9.51,292303.78,89.12,47,-39.392,100.184
2019-10-10,Italy,Volcanic Eruption,4.62,18,2010610.46,9.54,261649.92,89.61,50,-26.566,141.995
2022-01-18,South Africa,Drought,1.28,37,806928.18,43.75,55480.41,61.91,11,-23.046,44.085
2021-06-05,United States,Landslide,4.92,96,6440389.04,10.02,174273.39,94.18,56,-20.369,113.015
2021-06-16,Japan,Tornado,2.46,12,3135424.82,22.93,30808.1,84.25,19,35.477,-103.054
2023-02-21,Nigeria,Tornado,5.76,109,4091477.78,10.52,174803.71,91.19,53,42.888,106.801
2018-09-16,Bangladesh,Storm Surge,4.0,86,4413999.55,6.56,168781.16,97.49,37,-37.663,-26.712
2018-08-06,Spain,Wildfire,7.31,143,8655758.96,7.23,567815.03,96.0,75,-35.48,73.831
2020-10-19,Brazil,Hurricane,3.7,5,3382791.82,6.62,201320.34,85.88,38,23.819,-125.126
2020-03-06,Indonesia,Volcanic Eruption,7.22,230,9916019.6,8.45,205168.64,91.68,79,-55.712,-124.433
2022-10-05,United States,Storm Surge,8.49,85,13018927.59,1.65,288344.27,92.67,84,-5.65,90.253
2024-08-06,Nigeria,Flood,6.56,140,4636788.78,18.22,368699.28,86.25,63,26.483,-144.87
2021-11-05,Turkey,Hurricane,6.35,101,5747667.86,17.65,259759.84,83.35,65,-38.006,108.899
2020-06-26,South Africa,Flood,2.99,33,4441209.24,9.13,177491.74,93.09,31,19.498,-5.479
2023-10-22,Chile,Landslide,4.16,104,6216221.14,7.03,284134.98,94.07,41,38.079,126.066
2024-01-02,India,Tornado,5.7,147,7690602.27,16.49,210738.58,88.33,58,-32.129,-110.989
2024-12-10,Australia,Earthquake,5.92,152,8958477.57,12.26,491878.76,93.07,69,-59.363,59.998
2020-07-01,France,Earthquake,6.58,229,4997798.82,11.62,338459.85,87.72,66,-45.087,74.46
2020-01-24,Nigeria,Earthquake,3.6,106,3997366.43,11.9,147987.59,79.99,35,48.338,133.734
2020-04-10,Brazil,Extreme Heat,7.07,67,8185974.42,8.72,699051.48,89.84,77,4.835,-23.181
2019-01-18,India,Storm Surge,3.1,44,3022486.15,16.72,184412.15,79.92,26,7.504,-3.165
2022-03-29,China,Drought,4.3,34,478115.76,14.52,264463.58,87.89,40,28.298,-43.191
2024-03-30,Chile,Extreme Heat,6.18,65,6146345.71,1.0,367918.78,95.66,56,19.49,147.828
2022-07-09,India,Drought,4.53,178,5393166.84,13.61,182038.19,79.51,46,52.409,36.428
2024-03-20,China,Earthquake,9.04,175,10727716.56,17.33,370020.29,75.37,91,48.063,56.255
